,paragraph_id,sentence_id,course,essay_new,annotated_sentence,full_error_tag,error_tag,correction,error,target,source,correction_index,new_error_type,final_evident_index,target_sentence,source_sentence
952,925,f820ec8c821981e5d252bdb862f033fe06c0fb51135523d3eb7d70a8158260ff,SPA 3,Mi vacaciones perfecto tiene mucho comida japanita.,[Mi]{mis}<na:ps:det:inan> vacaciones [perfecto]{perfectas}<ga:na:fm:ps:adj:inan> tiene [mucho]{mucha}<ga:fm:det:inan> comida japanita.,[Mi]{mis}<na:ps:det:inan>,na:ps:det:inan,mis,Mi,"['mis', 'vacaciones', 'perfectas', 'tiene', 'mucha', 'comida', 'japanita', '.']","['Mi', 'vacaciones', 'perfectas', 'tiene', 'mucha', 'comida', 'japanita', '.']","[0, 9]",number agreement,"[1, 10]",mis vacaciones perfectas tiene mucha comida japanita.,Mi vacaciones perfectas tiene mucha comida japanita.
953,925,f820ec8c821981e5d252bdb862f033fe06c0fb51135523d3eb7d70a8158260ff,SPA 3,Mi vacaciones perfecto tiene mucho comida japanita.,[Mi]{mis}<na:ps:det:inan> vacaciones [perfecto]{perfectas}<ga:na:fm:ps:adj:inan> tiene [mucho]{mucha}<ga:fm:det:inan> comida japanita.,[perfecto]{perfectas}<ga:na:fm:ps:adj:inan>,ga:na:fm:ps:adj:inan,perfectas,perfecto,"['mis', 'vacaciones', 'perfectas', 'tiene', 'mucha', 'comida', 'japanita', '.']","['mis', 'vacaciones', 'perfecto', 'tiene', 'mucha', 'comida', 'japanita', '.']","[2, 11]",gender and number agreement,"[1, 10]",mis vacaciones perfectas tiene mucha comida japanita.,mis vacaciones perfecto tiene mucha comida japanita.
954,925,f820ec8c821981e5d252bdb862f033fe06c0fb51135523d3eb7d70a8158260ff,SPA 3,Mi vacaciones perfecto tiene mucho comida japanita.,[Mi]{mis}<na:ps:det:inan> vacaciones [perfecto]{perfectas}<ga:na:fm:ps:adj:inan> tiene [mucho]{mucha}<ga:fm:det:inan> comida japanita.,[mucho]{mucha}<ga:fm:det:inan>,ga:fm:det:inan,mucha,mucho,"['mis', 'vacaciones', 'perfectas', 'tiene', 'mucha', 'comida', 'japanita', '.']","['mis', 'vacaciones', 'perfectas', 'tiene', 'mucho', 'comida', 'japanita', '.']","[4, 13]",gender agreement,"[5, 14]",mis vacaciones perfectas tiene mucha comida japanita.,mis vacaciones perfectas tiene mucho comida japanita.
955,925,63243e60543d91caecaf983ce17b3320cc79ff235ddaff012de5c91c467e5de4,SPA 3,Mi vacaciones perfecto tiene muchas comidas.,[Mi]{mis}<na:ps:det:inan> vacaciones [perfecto]{perfectas}<ga:na:fm:ps:adj:inan> tiene muchas comidas.,[Mi]{mis}<na:ps:det:inan>,na:ps:det:inan,mis,Mi,"['mis', 'vacaciones', 'perfectas', 'tiene', 'muchas', 'comidas', '.']","['Mi', 'vacaciones', 'perfectas', 'tiene', 'muchas', 'comidas', '.']","[0, 8]",number agreement,"[1, 9]",mis vacaciones perfectas tiene muchas comidas.,Mi vacaciones perfectas tiene muchas comidas.
956,925,63243e60543d91caecaf983ce17b3320cc79ff235ddaff012de5c91c467e5de4,SPA 3,Mi vacaciones perfecto tiene muchas comidas.,[Mi]{mis}<na:ps:det:inan> vacaciones [perfecto]{perfectas}<ga:na:fm:ps:adj:inan> tiene muchas comidas.,[perfecto]{perfectas}<ga:na:fm:ps:adj:inan>,ga:na:fm:ps:adj:inan,perfectas,perfecto,"['mis', 'vacaciones', 'perfectas', 'tiene', 'muchas', 'comidas', '.']","['mis', 'vacaciones', 'perfecto', 'tiene', 'muchas', 'comidas', '.']","[2, 10]",gender and number agreement,"[1, 9]",mis vacaciones perfectas tiene muchas comidas.,mis vacaciones perfecto tiene muchas comidas.
957,925,6b0f1a6b55d52810dc442f32d218882213d72e5518229eb0b932903180cc9cc7,SPA 3,Mucho gentes pero cultura baja.,[Mucho]{muchas}<ga:na:fm:ps:det:an> [gentes]{gente}<in:p:noun:an> pero cultura baja.,[Mucho]{muchas}<ga:na:fm:ps:det:an>,ga:na:fm:ps:det:an,muchas,Mucho,"['muchas', 'gente', 'pero', 'cultura', 'baja', '.']","['Mucho', 'gente', 'pero', 'cultura', 'baja', '.']","[0, 7]",gender and number agreement,"[1, 8]",muchas gente pero cultura baja.,Mucho gente pero cultura baja.
958,925,6b0f1a6b55d52810dc442f32d218882213d72e5518229eb0b932903180cc9cc7,SPA 3,Mucho gentes pero cultura baja.,[Mucho]{muchas}<ga:na:fm:ps:det:an> [gentes]{gente}<in:p:noun:an> pero cultura baja.,[gentes]{gente}<in:p:noun:an>,in:p:noun:an,gente,gentes,"['muchas', 'gente', 'pero', 'cultura', 'baja', '.']","['muchas', 'gentes', 'pero', 'cultura', 'baja', '.']","[1, 8]",number agreement,[],muchas gente pero cultura baja.,muchas gentes pero cultura baja.
959,925,ec98926e8db0507f6d5673861f6f22cc77d37934f084230e56cb5c2d0331f0f4,SPA 3,La comida es bueno y el gente es mejores pero la cultura es mejor.,La comida es [bueno]{buena}<ga:fm:adj:inan> y [el]{la}<ga:fm:det:an> gente es [mejores]{mejor}<na:sp:adj:an> pero la cultura es mejor.,[bueno]{buena}<ga:fm:adj:inan>,ga:fm:adj:inan,buena,bueno,"['La', 'comida', 'es', 'buena', 'y', 'la', 'gente', 'es', 'mejor', 'pero', 'la', 'cultura', 'es', 'mejor', '.']","['La', 'comida', 'es', 'bueno', 'y', 'la', 'gente', 'es', 'mejor', 'pero', 'la', 'cultura', 'es', 'mejor', '.']","[3, 19]",gender agreement,"[1, 2, 17, 18]",La comida es buena y la gente es mejor pero la cultura es mejor.,La comida es bueno y la gente es mejor pero la cultura es mejor.
960,925,ec98926e8db0507f6d5673861f6f22cc77d37934f084230e56cb5c2d0331f0f4,SPA 3,La comida es bueno y el gente es mejores pero la cultura es mejor.,La comida es [bueno]{buena}<ga:fm:adj:inan> y [el]{la}<ga:fm:det:an> gente es [mejores]{mejor}<na:sp:adj:an> pero la cultura es mejor.,[el]{la}<ga:fm:det:an>,ga:fm:det:an,la,el,"['La', 'comida', 'es', 'buena', 'y', 'la', 'gente', 'es', 'mejor', 'pero', 'la', 'cultura', 'es', 'mejor', '.']","['La', 'comida', 'es', 'buena', 'y', 'el', 'gente', 'es', 'mejor', 'pero', 'la', 'cultura', 'es', 'mejor', '.']","[5, 21]",gender agreement,"[7, 8, 23, 24]",La comida es buena y la gente es mejor pero la cultura es mejor.,La comida es buena y el gente es mejor pero la cultura es mejor.
961,925,ec98926e8db0507f6d5673861f6f22cc77d37934f084230e56cb5c2d0331f0f4,SPA 3,La comida es bueno y el gente es mejores pero la cultura es mejor.,La comida es [bueno]{buena}<ga:fm:adj:inan> y [el]{la}<ga:fm:det:an> gente es [mejores]{mejor}<na:sp:adj:an> pero la cultura es mejor.,[mejores]{mejor}<na:sp:adj:an>,na:sp:adj:an,mejor,mejores,"['La', 'comida', 'es', 'buena', 'y', 'la', 'gente', 'es', 'mejor', 'pero', 'la', 'cultura', 'es', 'mejor', '.']","['La', 'comida', 'es', 'buena', 'y', 'la', 'gente', 'es', 'mejores', 'pero', 'la', 'cultura', 'es', 'mejor', '.']","[8, 24]",number agreement,"[7, 9, 23, 25]",La comida es buena y la gente es mejor pero la cultura es mejor.,La comida es buena y la gente es mejores pero la cultura es mejor.
962,926,da3b63518b6402f1e39452fb7d8ebfc3dfbc8a09404e89e4a3117ef03dfe90d0,SPA 3,London es mi favorito lugares porque hay mucho lugares interesantes y divertidas.,London es mi favorito [lugares]{lugar}<na:sp:noun:inan> porque hay [mucho]{muchos}<na:ps:det:inan> lugares interesantes y [divertidas]{divertidos}<ga:mf:adj:inan>.,[lugares]{lugar}<na:sp:noun:inan>,na:sp:noun:inan,lugar,lugares,"['London', 'es', 'mi', 'favorito', 'lugar', 'porque', 'hay', 'muchos', 'lugares', 'interesantes', 'y', 'divertidos', '.']","['London', 'es', 'mi', 'favorito', 'lugares', 'porque', 'hay', 'muchos', 'lugares', 'interesantes', 'y', 'divertidos', '.']","[4, 18]",number agreement,"[2, 3, 16, 17]",London es mi favorito lugar porque hay muchos lugares interesantes y divertidos.,London es mi favorito lugares porque hay muchos lugares interesantes y divertidos.
963,926,da3b63518b6402f1e39452fb7d8ebfc3dfbc8a09404e89e4a3117ef03dfe90d0,SPA 3,London es mi favorito lugares porque hay mucho lugares interesantes y divertidas.,London es mi favorito [lugares]{lugar}<na:sp:noun:inan> porque hay [mucho]{muchos}<na:ps:det:inan> lugares interesantes y [divertidas]{divertidos}<ga:mf:adj:inan>.,[mucho]{muchos}<na:ps:det:inan>,na:ps:det:inan,muchos,mucho,"['London', 'es', 'mi', 'favorito', 'lugar', 'porque', 'hay', 'muchos', 'lugares', 'interesantes', 'y', 'divertidos', '.']","['London', 'es', 'mi', 'favorito', 'lugar', 'porque', 'hay', 'mucho', 'lugares', 'interesantes', 'y', 'divertidos', '.']","[7, 21]",number agreement,"[6, 8, 20, 22]",London es mi favorito lugar porque hay muchos lugares interesantes y divertidos.,London es mi favorito lugar porque hay mucho lugares interesantes y divertidos.
964,926,da3b63518b6402f1e39452fb7d8ebfc3dfbc8a09404e89e4a3117ef03dfe90d0,SPA 3,London es mi favorito lugares porque hay mucho lugares interesantes y divertidas.,London es mi favorito [lugares]{lugar}<na:sp:noun:inan> porque hay [mucho]{muchos}<na:ps:det:inan> lugares interesantes y [divertidas]{divertidos}<ga:mf:adj:inan>.,[divertidas]{divertidos}<ga:mf:adj:inan>,ga:mf:adj:inan,divertidos,divertidas,"['London', 'es', 'mi', 'favorito', 'lugar', 'porque', 'hay', 'muchos', 'lugares', 'interesantes', 'y', 'divertidos', '.']","['London', 'es', 'mi', 'favorito', 'lugar', 'porque', 'hay', 'muchos', 'lugares', 'interesantes', 'y', 'divertidas', '.']","[11, 25]",gender agreement,"[6, 7, 8, 20, 21, 22]",London es mi favorito lugar porque hay muchos lugares interesantes y divertidos.,London es mi favorito lugar porque hay muchos lugares interesantes y divertidas.
965,926,08f7be54445c85fd2059cebc1450b537b08d9c2b55f2bcda36acc6f875677095,SPA 3,"También, me gusta Amsterdam mucho porque hay los tiendas y comidias interesante.","También, me gusta Amsterdam mucho porque hay [los]{las}<ga:fm:det:inan> tiendas y comidias [interesante]{interesantes}<na:ps:adj:inan>.",[los]{las}<ga:fm:det:inan>,ga:fm:det:inan,las,los,"['También', ',', 'me', 'gusta', 'Amsterdam', 'mucho', 'porque', 'hay', 'las', 'tiendas', 'y', 'comidias', 'interesantes', '.']","['También', ',', 'me', 'gusta', 'Amsterdam', 'mucho', 'porque', 'hay', 'los', 'tiendas', 'y', 'comidias', 'interesantes', '.']","[8, 23]",gender agreement,"[9, 10, 24, 25]","También, me gusta Amsterdam mucho porque hay las tiendas y comidias interesantes.","También, me gusta Amsterdam mucho porque hay los tiendas y comidias interesantes."
966,926,08f7be54445c85fd2059cebc1450b537b08d9c2b55f2bcda36acc6f875677095,SPA 3,"También, me gusta Amsterdam mucho porque hay los tiendas y comidias interesante.","También, me gusta Amsterdam mucho porque hay [los]{las}<ga:fm:det:inan> tiendas y comidias [interesante]{interesantes}<na:ps:adj:inan>.",[interesante]{interesantes}<na:ps:adj:inan>,na:ps:adj:inan,interesantes,interesante,"['También', ',', 'me', 'gusta', 'Amsterdam', 'mucho', 'porque', 'hay', 'las', 'tiendas', 'y', 'comidias', 'interesantes', '.']","['También', ',', 'me', 'gusta', 'Amsterdam', 'mucho', 'porque', 'hay', 'las', 'tiendas', 'y', 'comidias', 'interesante', '.']","[12, 27]",number agreement,"[13, 14, 28, 29]","También, me gusta Amsterdam mucho porque hay las tiendas y comidias interesantes.","También, me gusta Amsterdam mucho porque hay las tiendas y comidias interesante."
967,926,32dd75a10dab58a4769e7f23f410f6e7c62ab206b2325b0a8eed82454162ee36,SPA 3,"Mis vaciones perfecto incluyen comidia delisoso, mucho arte y diseño graficá museos differentes, y centros commerciales!","Mis vaciones perfecto incluyen comidia [delisoso]{deliciosa}<ga:fm:adj:inan>, mucho arte y diseño [graficá]{gráfico}<ga:mf:adj:inan> museos differentes, y centros commerciales!",[delisoso]{deliciosa}<ga:fm:adj:inan>,ga:fm:adj:inan,deliciosa,delisoso,"['Mis', 'vaciones', 'perfecto', 'incluyen', 'comidia', 'deliciosa', ',', 'mucho', 'arte', 'y', 'diseño', 'gráfico', 'museos', 'differentes', ',', 'y', 'centros', 'commerciales', '!']","['Mis', 'vaciones', 'perfecto', 'incluyen', 'comidia', 'delisoso', ',', 'mucho', 'arte', 'y', 'diseño', 'gráfico', 'museos', 'differentes', ',', 'y', 'centros', 'commerciales', '!']","[5, 25]",gender agreement,"[4, 24]","Mis vaciones perfecto incluyen comidia deliciosa, mucho arte y diseño gráfico museos differentes, y centros commerciales!","Mis vaciones perfecto incluyen comidia delisoso, mucho arte y diseño gráfico museos differentes, y centros commerciales!"
968,926,32dd75a10dab58a4769e7f23f410f6e7c62ab206b2325b0a8eed82454162ee36,SPA 3,"Mis vaciones perfecto incluyen comidia delisoso, mucho arte y diseño graficá museos differentes, y centros commerciales!","Mis vaciones perfecto incluyen comidia [delisoso]{deliciosa}<ga:fm:adj:inan>, mucho arte y diseño [graficá]{gráfico}<ga:mf:adj:inan> museos differentes, y centros commerciales!",[graficá]{gráfico}<ga:mf:adj:inan>,ga:mf:adj:inan,gráfico,graficá,"['Mis', 'vaciones', 'perfecto', 'incluyen', 'comidia', 'deliciosa', ',', 'mucho', 'arte', 'y', 'diseño', 'gráfico', 'museos', 'differentes', ',', 'y', 'centros', 'commerciales', '!']","['Mis', 'vaciones', 'perfecto', 'incluyen', 'comidia', 'deliciosa', ',', 'mucho', 'arte', 'y', 'diseño', 'graficá', 'museos', 'differentes', ',', 'y', 'centros', 'commerciales', '!']","[11, 31]",gender agreement,"[13, 14, 33, 34]","Mis vaciones perfecto incluyen comidia deliciosa, mucho arte y diseño gráfico museos differentes, y centros commerciales!","Mis vaciones perfecto incluyen comidia deliciosa, mucho arte y diseño graficá museos differentes, y centros commerciales!"
969,927,a489ceead0efd08fdace24cf12e6092f2c6bb8467aaa5d9124940bdf8c68b90c,SPA 1,También vamos a ir de compras y comprar muchas ropas.,También vamos a ir de compras y comprar [muchas]{mucha}<na:sp:det:inan> [ropas]{ropa}<na:sp:noun:inan>.,[muchas]{mucha}<na:sp:det:inan>,na:sp:det:inan,mucha,muchas,"['También', 'vamos', 'a', 'ir', 'de', 'compras', 'y', 'comprar', 'mucha', 'ropa', '.']","['También', 'vamos', 'a', 'ir', 'de', 'compras', 'y', 'comprar', 'muchas', 'ropa', '.']","[8, 20]",number agreement,"[7, 9, 19, 21]",También vamos a ir de compras y comprar mucha ropa.,También vamos a ir de compras y comprar muchas ropa.
970,927,a489ceead0efd08fdace24cf12e6092f2c6bb8467aaa5d9124940bdf8c68b90c,SPA 1,También vamos a ir de compras y comprar muchas ropas.,También vamos a ir de compras y comprar [muchas]{mucha}<na:sp:det:inan> [ropas]{ropa}<na:sp:noun:inan>.,[ropas]{ropa}<na:sp:noun:inan>,na:sp:noun:inan,ropa,ropas,"['También', 'vamos', 'a', 'ir', 'de', 'compras', 'y', 'comprar', 'mucha', 'ropa', '.']","['También', 'vamos', 'a', 'ir', 'de', 'compras', 'y', 'comprar', 'mucha', 'ropas', '.']","[9, 21]",number agreement,"[7, 8, 19, 20]",También vamos a ir de compras y comprar mucha ropa.,También vamos a ir de compras y comprar mucha ropas.
971,930,0583745ba639bc2af445fc21badb90aeb4c862f4534c319a65074c8baea4ec75,SPA 2,"Escuché que la comida griega es deliciosa, así como la mayoría de los alimentos en Europa, que es otra razón por la que Europa sería mi vacaciones ideal.","Escuché que la comida griega es deliciosa, así como la mayoría de los alimentos en Europa, que es otra razón por la que Europa sería [mi]{mis}<na:ps:det:inan> vacaciones [ideal]{ideales}<na:ps:adj:inan>.",[mi]{mis}<na:ps:det:inan>,na:ps:det:inan,mis,mi,"['Escuché', 'que', 'la', 'comida', 'griega', 'es', 'deliciosa', ',', 'así', 'como', 'la', 'mayoría', 'de', 'los', 'alimentos', 'en', 'Europa', ',', 'que', 'es', 'otra', 'razón', 'por', 'la', 'que', 'Europa', 'sería', 'mis', 'vacaciones', 'ideales', '.']","['Escuché', 'que', 'la', 'comida', 'griega', 'es', 'deliciosa', ',', 'así', 'como', 'la', 'mayoría', 'de', 'los', 'alimentos', 'en', 'Europa', ',', 'que', 'es', 'otra', 'razón', 'por', 'la', 'que', 'Europa', 'sería', 'mi', 'vacaciones', 'ideales', '.']","[27, 59]",number agreement,"[34, 35, 36, 66, 67, 68]","Escuché que la comida griega es deliciosa, así como la mayoría de los alimentos en Europa, que es otra razón por la que Europa sería mis vacaciones ideales.","Escuché que la comida griega es deliciosa, así como la mayoría de los alimentos en Europa, que es otra razón por la que Europa sería mi vacaciones ideales."
972,930,0583745ba639bc2af445fc21badb90aeb4c862f4534c319a65074c8baea4ec75,SPA 2,"Escuché que la comida griega es deliciosa, así como la mayoría de los alimentos en Europa, que es otra razón por la que Europa sería mi vacaciones ideal.","Escuché que la comida griega es deliciosa, así como la mayoría de los alimentos en Europa, que es otra razón por la que Europa sería [mi]{mis}<na:ps:det:inan> vacaciones [ideal]{ideales}<na:ps:adj:inan>.",[ideal]{ideales}<na:ps:adj:inan>,na:ps:adj:inan,ideales,ideal,"['Escuché', 'que', 'la', 'comida', 'griega', 'es', 'deliciosa', ',', 'así', 'como', 'la', 'mayoría', 'de', 'los', 'alimentos', 'en', 'Europa', ',', 'que', 'es', 'otra', 'razón', 'por', 'la', 'que', 'Europa', 'sería', 'mis', 'vacaciones', 'ideales', '.']","['Escuché', 'que', 'la', 'comida', 'griega', 'es', 'deliciosa', ',', 'así', 'como', 'la', 'mayoría', 'de', 'los', 'alimentos', 'en', 'Europa', ',', 'que', 'es', 'otra', 'razón', 'por', 'la', 'que', 'Europa', 'sería', 'mis', 'vacaciones', 'ideal', '.']","[29, 61]",number agreement,"[30, 31, 32, 62, 63, 64]","Escuché que la comida griega es deliciosa, así como la mayoría de los alimentos en Europa, que es otra razón por la que Europa sería mis vacaciones ideales.","Escuché que la comida griega es deliciosa, así como la mayoría de los alimentos en Europa, que es otra razón por la que Europa sería mis vacaciones ideal."
973,940,f97b7f110639b91f12dbd3d5ef8aea399300a4aa28d514ce633cd83a1beb18f4,SPA 2,"Por el viernes yo quiero ver los Lakers en “Staples Center.”  El sábado yo visito un playa en Condado de Orange en la mañana, compro productos en Sears y en la noche veo el Serie Mundial en “Dodger Stadium.”  En el domingo yo voy a la iglesia en la mañana y después estoy jugando el fútbol americano de los Chargers.","Por el viernes yo quiero ver los Lakers en “Staples Center.”  El sábado yo visito [un]{una}<ga:fm:det:inan> playa en Condado de Orange en la mañana, compro productos en Sears y en la noche veo [el]{la}<ga:fm:det:inan> Serie Mundial en “Dodger Stadium.”  En el domingo yo voy a la iglesia en la mañana y después estoy jugando el fútbol americano de los Chargers.",[un]{una}<ga:fm:det:inan>,ga:fm:det:inan,una,un,"['Por', 'el', 'viernes', 'yo', 'quiero', 'ver', 'los', 'Lakers', 'en', '“', 'Staples', 'Center', '.', '”', 'El', 'sábado', 'yo', 'visito', 'una', 'playa', 'en', 'Condado', 'de', 'Orange', 'en', 'la', 'mañana', ',', 'compro', 'productos', 'en', 'Sears', 'y', 'en', 'la', 'noche', 'veo', 'la', 'Serie', 'Mundial', 'en', '“', 'Dodger', 'Stadium', '.', '”', 'En', 'el', 'domingo', 'yo', 'voy', 'a', 'la', 'iglesia', 'en', 'la', 'mañana', 'y', 'después', 'estoy', 'jugando', 'el', 'fútbol', 'americano', 'de', 'los', 'Chargers', '.']","['Por', 'el', 'viernes', 'yo', 'quiero', 'ver', 'los', 'Lakers', 'en', '“', 'Staples', 'Center', '.', '”', 'El', 'sábado', 'yo', 'visito', 'un', 'playa', 'en', 'Condado', 'de', 'Orange', 'en', 'la', 'mañana', ',', 'compro', 'productos', 'en', 'Sears', 'y', 'en', 'la', 'noche', 'veo', 'la', 'Serie', 'Mundial', 'en', '“', 'Dodger', 'Stadium', '.', '”', 'En', 'el', 'domingo', 'yo', 'voy', 'a', 'la', 'iglesia', 'en', 'la', 'mañana', 'y', 'después', 'estoy', 'jugando', 'el', 'fútbol', 'americano', 'de', 'los', 'Chargers', '.']","[18, 87]",gender agreement,"[19, 20, 88, 89]","Por el viernes yo quiero ver los Lakers en “ Staples Center. ” El sábado yo visito una playa en Condado de Orange en la mañana, compro productos en Sears y en la noche veo la Serie Mundial en “ Dodger Stadium. ” En el domingo yo voy a la iglesia en la mañana y después estoy jugando el fútbol americano de los Chargers.","Por el viernes yo quiero ver los Lakers en “ Staples Center. ” El sábado yo visito un playa en Condado de Orange en la mañana, compro productos en Sears y en la noche veo la Serie Mundial en “ Dodger Stadium. ” En el domingo yo voy a la iglesia en la mañana y después estoy jugando el fútbol americano de los Chargers."
975,940,671b1a0b11a19760ea2b9dc04a0389e6b694a53256f1d808020e866c57962205,SPA 2,"Sears tiene mucho productos por las casa, electrónica y tiene una historia rica de la historia cultural de los Estados Unidos.","Sears tiene [mucho]{muchos}<na:ps:det:inan> productos por [las]{la}<na:sp:det:inan> casa, electrónica y tiene una historia rica de la historia cultural de los Estados Unidos.",[mucho]{muchos}<na:ps:det:inan>,na:ps:det:inan,muchos,mucho,"['Sears', 'tiene', 'muchos', 'productos', 'por', 'la', 'casa', ',', 'electrónica', 'y', 'tiene', 'una', 'historia', 'rica', 'de', 'la', 'historia', 'cultural', 'de', 'los', 'Estados', 'Unidos', '.']","['Sears', 'tiene', 'mucho', 'productos', 'por', 'la', 'casa', ',', 'electrónica', 'y', 'tiene', 'una', 'historia', 'rica', 'de', 'la', 'historia', 'cultural', 'de', 'los', 'Estados', 'Unidos', '.']","[2, 26]",number agreement,"[3, 27]","Sears tiene muchos productos por la casa, electrónica y tiene una historia rica de la historia cultural de los Estados Unidos.","Sears tiene mucho productos por la casa, electrónica y tiene una historia rica de la historia cultural de los Estados Unidos."
