,paragraph_id,sentence_id,course,essay_new,annotated_sentence,anno_error_cnt,full_error_tag,order_tag,error_tag,correction,error,target,correction_index,error_type,source,new_error_type,source_sentence,raw_evidence
721,1200,14b19a2d7b33e5640654c6f79bf45b75c49a9febd567a74f2e5ec0a8cd33254e,SPA 1,Por vacasiones me gust ir a casa en mi pais y visitar mi familia y mis amigas.,Por vacasiones me gust ir a casa en mi pais y visitar []{a}<az:do:an> mi familia y []{a}<az:do:an> mis amigas.,2,[]{a}<az:do:an>,1,az:do:an,a,,"['Por', 'vacasiones', 'me', 'gust', 'ir', 'a', 'casa', 'en', 'mi', 'pais', 'y', 'visitar', 'a', 'mi', 'familia', 'y', 'a', 'mis', 'amigas', '.']","[16, 37]",az:do,"['Por', 'vacasiones', 'me', 'gust', 'ir', 'a', 'casa', 'en', 'mi', 'pais', 'y', 'visitar', 'a', 'mi', 'familia', 'y', '[NONE]', 'mis', 'amigas', '.']",article,Por vacasiones me gust ir a casa en mi pais y visitar a mi familia y [NONE] mis amigas .,"evidence words = Por, vacasiones, me, gust, ir, a, casa, en, mi, pais, y, visitar, a, mi, familia, y, [NONE], mis, amigas
indexes = 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18"
754,1241,1d7d5a1c69639976fa360b8d54b3579121bf53f7499e14919c58da6bf02a363f,SPA 3,"Primero, planaria mi vacacion por un mes y traeria mi madre, mi padre, y mis amigos.","Primero, planaria mi vacacion por un mes y traeria []{a}<az:do:an> mi madre, []{a}<az:do:an> mi padre, y []{a}<az:do:an> mis amigos.",3,[]{a}<az:do:an>,0,az:do:an,a,,"['Primero', ',', 'planaria', 'mi', 'vacacion', 'por', 'un', 'mes', 'y', 'traeria', 'a', 'mi', 'madre', ',', 'a', 'mi', 'padre', ',', 'y', 'a', 'mis', 'amigos', '.']","[10, 34]",az:do,"['Primero', ',', 'planaria', 'mi', 'vacacion', 'por', 'un', 'mes', 'y', 'traeria', '[NONE]', 'mi', 'madre', ',', 'a', 'mi', 'padre', ',', 'y', 'a', 'mis', 'amigos', '.']",article,"Primero , planaria mi vacacion por un mes y traeria [NONE] mi madre , a mi padre , y a mis amigos .","evidence words = Primero, planaria, mi, vacacion, por, un, mes, y, traeria, [NONE], mi, madre, a, mi, padre, y, a, mis, amigos
indexes = 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18"
754,1241,1d7d5a1c69639976fa360b8d54b3579121bf53f7499e14919c58da6bf02a363f,SPA 3,"Primero, planaria mi vacacion por un mes y traeria mi madre, mi padre, y mis amigos.","Primero, planaria mi vacacion por un mes y traeria []{a}<az:do:an> mi madre, []{a}<az:do:an> mi padre, y []{a}<az:do:an> mis amigos.",3,[]{a}<az:do:an>,1,az:do:an,a,,"['Primero', ',', 'planaria', 'mi', 'vacacion', 'por', 'un', 'mes', 'y', 'traeria', 'a', 'mi', 'madre', ',', 'a', 'mi', 'padre', ',', 'y', 'a', 'mis', 'amigos', '.']","[14, 38]",az:do,"['Primero', ',', 'planaria', 'mi', 'vacacion', 'por', 'un', 'mes', 'y', 'traeria', 'a', 'mi', 'madre', ',', '[NONE]', 'mi', 'padre', ',', 'y', 'a', 'mis', 'amigos', '.']",article,"Primero , planaria mi vacacion por un mes y traeria a mi madre , [NONE] mi padre , y a mis amigos .","evidence words = [NONE], padre, 
indexes = 15, 17"
754,1241,1d7d5a1c69639976fa360b8d54b3579121bf53f7499e14919c58da6bf02a363f,SPA 3,"Primero, planaria mi vacacion por un mes y traeria mi madre, mi padre, y mis amigos.","Primero, planaria mi vacacion por un mes y traeria []{a}<az:do:an> mi madre, []{a}<az:do:an> mi padre, y []{a}<az:do:an> mis amigos.",3,[]{a}<az:do:an>,2,az:do:an,a,,"['Primero', ',', 'planaria', 'mi', 'vacacion', 'por', 'un', 'mes', 'y', 'traeria', 'a', 'mi', 'madre', ',', 'a', 'mi', 'padre', ',', 'y', 'a', 'mis', 'amigos', '.']","[19, 43]",az:do,"['Primero', ',', 'planaria', 'mi', 'vacacion', 'por', 'un', 'mes', 'y', 'traeria', 'a', 'mi', 'madre', ',', 'a', 'mi', 'padre', ',', 'y', '[NONE]', 'mis', 'amigos', '.']",article,"Primero , planaria mi vacacion por un mes y traeria a mi madre , a mi padre , y [NONE] mis amigos .","evidence words = ["","", ""[NONE]"", ""mis""], indexes = [19, 20, 21]"
754,1241,a8ca4a843637ae0d93b5d75be165841b8e975609fda7bca1d490801b29a94852,SPA 3,"La proxima semana, yo visitaria mi abuelo, mis tias, y mis primos en sus casas en *CITY*.","La proxima semana, yo visitaria []{a}<az:do:an> mi abuelo, []{a}<az:do:an> mis tias, y []{a}<az:do:an> mis primos en sus casas en Puerta Vallarta.",3,[]{a}<az:do:an>,0,az:do:an,a,,"['La', 'proxima', 'semana', ',', 'yo', 'visitaria', 'a', 'mi', 'abuelo', ',', 'a', 'mis', 'tias', ',', 'y', 'a', 'mis', 'primos', 'en', 'sus', 'casas', 'en', 'Puerta', 'Vallarta', '.']","[6, 32]",az:do,"['La', 'proxima', 'semana', ',', 'yo', 'visitaria', '[NONE]', 'mi', 'abuelo', ',', 'a', 'mis', 'tias', ',', 'y', 'a', 'mis', 'primos', 'en', 'sus', 'casas', 'en', 'Puerta', 'Vallarta', '.']",article,"La proxima semana , yo visitaria [NONE] mi abuelo , a mis tias , y a mis primos en sus casas en Puerta Vallarta .","evidence words = [NONE], visitaria, mi, abuelo
indexes = 6, 7, 8, 9"
754,1241,a8ca4a843637ae0d93b5d75be165841b8e975609fda7bca1d490801b29a94852,SPA 3,"La proxima semana, yo visitaria mi abuelo, mis tias, y mis primos en sus casas en *CITY*.","La proxima semana, yo visitaria []{a}<az:do:an> mi abuelo, []{a}<az:do:an> mis tias, y []{a}<az:do:an> mis primos en sus casas en Puerta Vallarta.",3,[]{a}<az:do:an>,1,az:do:an,a,,"['La', 'proxima', 'semana', ',', 'yo', 'visitaria', 'a', 'mi', 'abuelo', ',', 'a', 'mis', 'tias', ',', 'y', 'a', 'mis', 'primos', 'en', 'sus', 'casas', 'en', 'Puerta', 'Vallarta', '.']","[10, 36]",az:do,"['La', 'proxima', 'semana', ',', 'yo', 'visitaria', 'a', 'mi', 'abuelo', ',', '[NONE]', 'mis', 'tias', ',', 'y', 'a', 'mis', 'primos', 'en', 'sus', 'casas', 'en', 'Puerta', 'Vallarta', '.']",article,"La proxima semana , yo visitaria a mi abuelo , [NONE] mis tias , y a mis primos en sus casas en Puerta Vallarta .","evidence words = La, proxima, semana, [, yo, visitaria, a, mi, abuelo, ,, [NONE], mis, tias, ,, y, a, mis, primos, en, sus, casas, en, Puerta, Vallarta, .
indexes = 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24."
754,1241,a8ca4a843637ae0d93b5d75be165841b8e975609fda7bca1d490801b29a94852,SPA 3,"La proxima semana, yo visitaria mi abuelo, mis tias, y mis primos en sus casas en *CITY*.","La proxima semana, yo visitaria []{a}<az:do:an> mi abuelo, []{a}<az:do:an> mis tias, y []{a}<az:do:an> mis primos en sus casas en Puerta Vallarta.",3,[]{a}<az:do:an>,2,az:do:an,a,,"['La', 'proxima', 'semana', ',', 'yo', 'visitaria', 'a', 'mi', 'abuelo', ',', 'a', 'mis', 'tias', ',', 'y', 'a', 'mis', 'primos', 'en', 'sus', 'casas', 'en', 'Puerta', 'Vallarta', '.']","[15, 41]",az:do,"['La', 'proxima', 'semana', ',', 'yo', 'visitaria', 'a', 'mi', 'abuelo', ',', 'a', 'mis', 'tias', ',', 'y', '[NONE]', 'mis', 'primos', 'en', 'sus', 'casas', 'en', 'Puerta', 'Vallarta', '.']",article,"La proxima semana , yo visitaria a mi abuelo , a mis tias , y [NONE] mis primos en sus casas en Puerta Vallarta .","evidence words = [NONE], a, mis, primos
indexes = 16, 19, 21, 22"
799,1324,313e10ff1c10856a8a21e69177228aac376c540a1fc8ba45d01fb4d29f8fb8f0,SPA 3,Yo visitaba mi abuela y mi tío cuando yo estaba en Ewa Beach o Pearl Ridge.,Yo visitaba []{a}<az:do:an> mi abuela y []{a}<az:do:an> mi tío cuando yo estaba en Ewa Beach o Pearl Ridge.,2,[]{a}<az:do:an>,0,az:do:an,a,,"['Yo', 'visitaba', 'a', 'mi', 'abuela', 'y', 'a', 'mi', 'tío', 'cuando', 'yo', 'estaba', 'en', 'Ewa', 'Beach', 'o', 'Pearl', 'Ridge', '.']","[2, 22]",az:do,"['Yo', 'visitaba', '[NONE]', 'mi', 'abuela', 'y', 'a', 'mi', 'tío', 'cuando', 'yo', 'estaba', 'en', 'Ewa', 'Beach', 'o', 'Pearl', 'Ridge', '.']",article,Yo visitaba [NONE] mi abuela y a mi tío cuando yo estaba en Ewa Beach o Pearl Ridge .,"evidence words = Yo, visitaba, mi, abuela, y, a, mi, tío, cuando, yo, estaba, en, Ewa, Beach, o, Pearl, Ridge

indexes = 0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17"
799,1324,313e10ff1c10856a8a21e69177228aac376c540a1fc8ba45d01fb4d29f8fb8f0,SPA 3,Yo visitaba mi abuela y mi tío cuando yo estaba en Ewa Beach o Pearl Ridge.,Yo visitaba []{a}<az:do:an> mi abuela y []{a}<az:do:an> mi tío cuando yo estaba en Ewa Beach o Pearl Ridge.,2,[]{a}<az:do:an>,1,az:do:an,a,,"['Yo', 'visitaba', 'a', 'mi', 'abuela', 'y', 'a', 'mi', 'tío', 'cuando', 'yo', 'estaba', 'en', 'Ewa', 'Beach', 'o', 'Pearl', 'Ridge', '.']","[6, 26]",az:do,"['Yo', 'visitaba', 'a', 'mi', 'abuela', 'y', '[NONE]', 'mi', 'tío', 'cuando', 'yo', 'estaba', 'en', 'Ewa', 'Beach', 'o', 'Pearl', 'Ridge', '.']",article,Yo visitaba a mi abuela y [NONE] mi tío cuando yo estaba en Ewa Beach o Pearl Ridge .,"evidence words = ""visitaba"", ""a"", ""y"", ""[NONE]"", ""mi"", ""cuando""
indexes = 1, 2, 4, 5, 6, 11"
821,1363,7fb0c6b9e1bb965cf21ca24cd62110527336fa456aff774bd15c44f4de030811,SPA 2,"Una hermosa vista ayuda, pero me encantaría tener a mis sobrinos y sobrinas allí, mis dos hermanos, mi hermana y mis padres.","Una hermosa vista ayuda, pero me encantaría tener   mis sobrinos y []{a}<az:do:an> sobrinas allí, []{a}<az:do:an> mis dos hermanos, []{a}<az:do:an> mi hermana y []{a}<az:do:an> mis padres.",4,[]{a}<az:do:an>,0,az:do:an,a,,"['Una', 'hermosa', 'vista', 'ayuda', ',', 'pero', 'me', 'encantaría', 'tener', 'mis', 'sobrinos', 'y', 'a', 'sobrinas', 'allí', ',', 'a', 'mis', 'dos', 'hermanos', ',', 'a', 'mi', 'hermana', 'y', 'a', 'mis', 'padres', '.']","[12, 42]",az:do,"['Una', 'hermosa', 'vista', 'ayuda', ',', 'pero', 'me', 'encantaría', 'tener', 'mis', 'sobrinos', 'y', '[NONE]', 'sobrinas', 'allí', ',', 'a', 'mis', 'dos', 'hermanos', ',', 'a', 'mi', 'hermana', 'y', 'a', 'mis', 'padres', '.']",article,"Una hermosa vista ayuda , pero me encantaría tener mis sobrinos y [NONE] sobrinas allí , a mis dos hermanos , a mi hermana y a mis padres .","evidence words = [NONE], sobrinas
indexes = 14, 16"
821,1363,7fb0c6b9e1bb965cf21ca24cd62110527336fa456aff774bd15c44f4de030811,SPA 2,"Una hermosa vista ayuda, pero me encantaría tener a mis sobrinos y sobrinas allí, mis dos hermanos, mi hermana y mis padres.","Una hermosa vista ayuda, pero me encantaría tener   mis sobrinos y []{a}<az:do:an> sobrinas allí, []{a}<az:do:an> mis dos hermanos, []{a}<az:do:an> mi hermana y []{a}<az:do:an> mis padres.",4,[]{a}<az:do:an>,1,az:do:an,a,,"['Una', 'hermosa', 'vista', 'ayuda', ',', 'pero', 'me', 'encantaría', 'tener', 'mis', 'sobrinos', 'y', 'a', 'sobrinas', 'allí', ',', 'a', 'mis', 'dos', 'hermanos', ',', 'a', 'mi', 'hermana', 'y', 'a', 'mis', 'padres', '.']","[16, 46]",az:do,"['Una', 'hermosa', 'vista', 'ayuda', ',', 'pero', 'me', 'encantaría', 'tener', 'mis', 'sobrinos', 'y', 'a', 'sobrinas', 'allí', ',', '[NONE]', 'mis', 'dos', 'hermanos', ',', 'a', 'mi', 'hermana', 'y', 'a', 'mis', 'padres', '.']",article,"Una hermosa vista ayuda , pero me encantaría tener mis sobrinos y a sobrinas allí , [NONE] mis dos hermanos , a mi hermana y a mis padres .","evidence words = a, sobrinas, allí, mis, dos, hermanos
indexes = 18, 19, 20, 22, 23, 24"
821,1363,7fb0c6b9e1bb965cf21ca24cd62110527336fa456aff774bd15c44f4de030811,SPA 2,"Una hermosa vista ayuda, pero me encantaría tener a mis sobrinos y sobrinas allí, mis dos hermanos, mi hermana y mis padres.","Una hermosa vista ayuda, pero me encantaría tener   mis sobrinos y []{a}<az:do:an> sobrinas allí, []{a}<az:do:an> mis dos hermanos, []{a}<az:do:an> mi hermana y []{a}<az:do:an> mis padres.",4,[]{a}<az:do:an>,2,az:do:an,a,,"['Una', 'hermosa', 'vista', 'ayuda', ',', 'pero', 'me', 'encantaría', 'tener', 'mis', 'sobrinos', 'y', 'a', 'sobrinas', 'allí', ',', 'a', 'mis', 'dos', 'hermanos', ',', 'a', 'mi', 'hermana', 'y', 'a', 'mis', 'padres', '.']","[21, 51]",az:do,"['Una', 'hermosa', 'vista', 'ayuda', ',', 'pero', 'me', 'encantaría', 'tener', 'mis', 'sobrinos', 'y', 'a', 'sobrinas', 'allí', ',', 'a', 'mis', 'dos', 'hermanos', ',', '[NONE]', 'mi', 'hermana', 'y', 'a', 'mis', 'padres', '.']",article,"Una hermosa vista ayuda , pero me encantaría tener mis sobrinos y a sobrinas allí , a mis dos hermanos , [NONE] mi hermana y a mis padres .","evidence words = [NONE], hermana, a
indexes = 21, 23, 24"
821,1363,7fb0c6b9e1bb965cf21ca24cd62110527336fa456aff774bd15c44f4de030811,SPA 2,"Una hermosa vista ayuda, pero me encantaría tener a mis sobrinos y sobrinas allí, mis dos hermanos, mi hermana y mis padres.","Una hermosa vista ayuda, pero me encantaría tener   mis sobrinos y []{a}<az:do:an> sobrinas allí, []{a}<az:do:an> mis dos hermanos, []{a}<az:do:an> mi hermana y []{a}<az:do:an> mis padres.",4,[]{a}<az:do:an>,3,az:do:an,a,,"['Una', 'hermosa', 'vista', 'ayuda', ',', 'pero', 'me', 'encantaría', 'tener', 'mis', 'sobrinos', 'y', 'a', 'sobrinas', 'allí', ',', 'a', 'mis', 'dos', 'hermanos', ',', 'a', 'mi', 'hermana', 'y', 'a', 'mis', 'padres', '.']","[25, 55]",az:do,"['Una', 'hermosa', 'vista', 'ayuda', ',', 'pero', 'me', 'encantaría', 'tener', 'mis', 'sobrinos', 'y', 'a', 'sobrinas', 'allí', ',', 'a', 'mis', 'dos', 'hermanos', ',', 'a', 'mi', 'hermana', 'y', '[NONE]', 'mis', 'padres', '.']",article,"Una hermosa vista ayuda , pero me encantaría tener mis sobrinos y a sobrinas allí , a mis dos hermanos , a mi hermana y [NONE] mis padres .","evidence words = [NONE], mis, padres
indexes = 23, 24, 25"
976,1685,896cc9014095f42b6b4a5fa3bc0e78517176e5830b3a59127902d1abb9f4d240,SPA 3,Llevaría Fidel Castro y Che Guevara conmigo.,Llevaría []{a}<az:do:an>  Fidel Castro y []{a}<az:do:an>  Che Guevara conmigo.,2,[]{a}<az:do:an>,0,az:do:an,a,,"['Llevaría', 'a', 'Fidel', 'Castro', 'y', 'a', 'Che', 'Guevara', 'conmigo', '.']","[1, 12]",az:do,"['Llevaría', '[NONE]', 'Fidel', 'Castro', 'y', 'a', 'Che', 'Guevara', 'conmigo', '.']",article,Llevaría [NONE] Fidel Castro y a Che Guevara conmigo .,"evidence words = Llevaría, [NONE], Fidel, Castro, y, a, Che, Guevara, conmigo
indexes = 0, 1, 2, 3, 4, 5, 6, 7, 8"
976,1685,896cc9014095f42b6b4a5fa3bc0e78517176e5830b3a59127902d1abb9f4d240,SPA 3,Llevaría Fidel Castro y Che Guevara conmigo.,Llevaría []{a}<az:do:an>  Fidel Castro y []{a}<az:do:an>  Che Guevara conmigo.,2,[]{a}<az:do:an>,1,az:do:an,a,,"['Llevaría', 'a', 'Fidel', 'Castro', 'y', 'a', 'Che', 'Guevara', 'conmigo', '.']","[5, 16]",az:do,"['Llevaría', 'a', 'Fidel', 'Castro', 'y', '[NONE]', 'Che', 'Guevara', 'conmigo', '.']",article,Llevaría a Fidel Castro y [NONE] Che Guevara conmigo .,"evidence words = Llevaría, Castro, y, Che, Guevara
indexes = 0, 2, 3, 4, 5"
20,654,8041a57c6ef255c8ab02cf651b13e466410fe17fffbf8bac629ee0c6c462acec,SPA 3,Mis amigos y padres conocen West.Todo el mundo conocen Kanye West.,Mis amigos y padres conocen []{a}<az:do:an>  West.Todo el mundo conocen []{a}<az:do:an>  Kanye West.,2,[]{a}<az:do:an>,0,az:do:an,a,,"['Mis', 'amigos', 'y', 'padres', 'conocen', 'a', 'West', '.', 'Todo', 'el', 'mundo', 'conocen', 'a', 'Kanye', 'West', '.']","[5, 22]",az:do,"['Mis', 'amigos', 'y', 'padres', 'conocen', '[NONE]', 'West', '.', 'Todo', 'el', 'mundo', 'conocen', 'a', 'Kanye', 'West', '.']",article,Mis amigos y padres conocen [NONE] West . Todo el mundo conocen a Kanye West .,"evidence words = Mis, amigos, y, padres, conocen, West, Todo, el, mundo, conocen, a, Kanye, West
indexes = 0, 1, 2, 3, 4, 6, 7, 8, 9, 10, 12, 13, 14"
20,654,8041a57c6ef255c8ab02cf651b13e466410fe17fffbf8bac629ee0c6c462acec,SPA 3,Mis amigos y padres conocen West.Todo el mundo conocen Kanye West.,Mis amigos y padres conocen []{a}<az:do:an>  West.Todo el mundo conocen []{a}<az:do:an>  Kanye West.,2,[]{a}<az:do:an>,1,az:do:an,a,,"['Mis', 'amigos', 'y', 'padres', 'conocen', 'a', 'West', '.', 'Todo', 'el', 'mundo', 'conocen', 'a', 'Kanye', 'West', '.']","[12, 29]",az:do,"['Mis', 'amigos', 'y', 'padres', 'conocen', 'a', 'West', '.', 'Todo', 'el', 'mundo', 'conocen', '[NONE]', 'Kanye', 'West', '.']",article,Mis amigos y padres conocen a West . Todo el mundo conocen [NONE] Kanye West .,"evidence words = ""mundo"", ""conocen"", ""[NONE]"", ""Kanye"", ""West""
indexes = 9, 10, 11, 12, 13"
0,1,e0b26e8949c4097f6fb9d960ed9a37c07d73e55647611c2c0009e633b55ec04a,SPA 2,"Muchas niñas, especialmente las niñas que son homosexuales, creen que ella es un héroe y algo más que un simple orador ordinario.","Muchas niñas, especialmente las niñas que son homosexuales, creen que ella es un héroe y algo más que [un]{una}<ga:fm:det:an> simple [orador]{oradora}<ga:fm:gat:noun:an> [ordinario]{ordinaria}<ga:fm:adj:an>.",3,[un]{una}<ga:fm:det:an>,0,ga:fm:det:an,una,un,"['Muchas', 'niñas', ',', 'especialmente', 'las', 'niñas', 'que', 'son', 'homosexuales', ',', 'creen', 'que', 'ella', 'es', 'un', 'héroe', 'y', 'algo', 'más', 'que', 'una', 'simple', 'oradora', 'ordinaria', '.']","[20, 46]",ga:fm,"['Muchas', 'niñas', ',', 'especialmente', 'las', 'niñas', 'que', 'son', 'homosexuales', ',', 'creen', 'que', 'ella', 'es', 'un', 'héroe', 'y', 'algo', 'más', 'que', 'un', 'simple', 'oradora', 'ordinaria', '.']",gender agreement,"Muchas niñas , especialmente las niñas que son homosexuales , creen que ella es un héroe y algo más que un simple oradora ordinaria .","evidence words = un, oradora
indexes = 19, 21"
0,1,e0b26e8949c4097f6fb9d960ed9a37c07d73e55647611c2c0009e633b55ec04a,SPA 2,"Muchas niñas, especialmente las niñas que son homosexuales, creen que ella es un héroe y algo más que un simple orador ordinario.","Muchas niñas, especialmente las niñas que son homosexuales, creen que ella es un héroe y algo más que [un]{una}<ga:fm:det:an> simple [orador]{oradora}<ga:fm:gat:noun:an> [ordinario]{ordinaria}<ga:fm:adj:an>.",3,[orador]{oradora}<ga:fm:gat:noun:an>,1,ga:fm:gat:noun:an,oradora,orador,"['Muchas', 'niñas', ',', 'especialmente', 'las', 'niñas', 'que', 'son', 'homosexuales', ',', 'creen', 'que', 'ella', 'es', 'un', 'héroe', 'y', 'algo', 'más', 'que', 'una', 'simple', 'oradora', 'ordinaria', '.']","[22, 48]",ga:fm:gat:noun,"['Muchas', 'niñas', ',', 'especialmente', 'las', 'niñas', 'que', 'son', 'homosexuales', ',', 'creen', 'que', 'ella', 'es', 'un', 'héroe', 'y', 'algo', 'más', 'que', 'una', 'simple', 'orador', 'ordinaria', '.']",gender agreement,"Muchas niñas , especialmente las niñas que son homosexuales , creen que ella es un héroe y algo más que una simple orador ordinaria .","evidence words = ""una"", ""simple"", ""orador"", ""ordinaria""
indexes = 24, 25, 26, 27"
0,1,e0b26e8949c4097f6fb9d960ed9a37c07d73e55647611c2c0009e633b55ec04a,SPA 2,"Muchas niñas, especialmente las niñas que son homosexuales, creen que ella es un héroe y algo más que un simple orador ordinario.","Muchas niñas, especialmente las niñas que son homosexuales, creen que ella es un héroe y algo más que [un]{una}<ga:fm:det:an> simple [orador]{oradora}<ga:fm:gat:noun:an> [ordinario]{ordinaria}<ga:fm:adj:an>.",3,[ordinario]{ordinaria}<ga:fm:adj:an>,2,ga:fm:adj:an,ordinaria,ordinario,"['Muchas', 'niñas', ',', 'especialmente', 'las', 'niñas', 'que', 'son', 'homosexuales', ',', 'creen', 'que', 'ella', 'es', 'un', 'héroe', 'y', 'algo', 'más', 'que', 'una', 'simple', 'oradora', 'ordinaria', '.']","[23, 49]",ga:fm,"['Muchas', 'niñas', ',', 'especialmente', 'las', 'niñas', 'que', 'son', 'homosexuales', ',', 'creen', 'que', 'ella', 'es', 'un', 'héroe', 'y', 'algo', 'más', 'que', 'una', 'simple', 'oradora', 'ordinario', '.']",gender agreement,"Muchas niñas , especialmente las niñas que son homosexuales , creen que ella es un héroe y algo más que una simple oradora ordinario .","evidence words = ""una"", ""oradora"", ""ordinario""
indexes = 19, 20, 22"
6,13,4a7b33b51f478b13dfa5a839cd5d3288744acb72ea5e0654d8bae6f5ec5a10f9,SPA 1,"Tristemente, Selena es muerte en Texas en 1995, pero ella siempre será un ícona.","Tristemente, Selena es muerte en Texas en 1995, pero ella siempre será [un]{una}<ga:fm:det:an> [ícona]{ícono}<ig:f:noun:an>.",2,[un]{una}<ga:fm:det:an>,0,ga:fm:det:an,una,un,"['Tristemente', ',', 'Selena', 'es', 'muerte', 'en', 'Texas', 'en', '1995', ',', 'pero', 'ella', 'siempre', 'será', 'una', 'ícono', '.']","[14, 32]",ga:fm,"['Tristemente', ',', 'Selena', 'es', 'muerte', 'en', 'Texas', 'en', '1995', ',', 'pero', 'ella', 'siempre', 'será', 'un', 'ícono', '.']",gender agreement,"Tristemente , Selena es muerte en Texas en 1995 , pero ella siempre será un ícono .","evidence words = un, ícono
indexes = 15, 16"
6,13,4a7b33b51f478b13dfa5a839cd5d3288744acb72ea5e0654d8bae6f5ec5a10f9,SPA 1,"Tristemente, Selena es muerte en Texas en 1995, pero ella siempre será un ícona.","Tristemente, Selena es muerte en Texas en 1995, pero ella siempre será [un]{una}<ga:fm:det:an> [ícona]{ícono}<ig:f:noun:an>.",2,[ícona]{ícono}<ig:f:noun:an>,1,ig:f:noun:an,ícono,ícona,"['Tristemente', ',', 'Selena', 'es', 'muerte', 'en', 'Texas', 'en', '1995', ',', 'pero', 'ella', 'siempre', 'será', 'una', 'ícono', '.']","[15, 33]",ig:f,"['Tristemente', ',', 'Selena', 'es', 'muerte', 'en', 'Texas', 'en', '1995', ',', 'pero', 'ella', 'siempre', 'será', 'una', 'ícona', '.']",gender agreement,"Tristemente , Selena es muerte en Texas en 1995 , pero ella siempre será una ícona .","evidence words = ícona
indexes = 17"
9,18,f621ee352cc4d745502a3bd56303be4d7a41320d4085c96c8f084ef503b815bd,SPA 2,Uno de mi favoritos películas es Alice in Wonderland con el Johnny Depp.,[Uno]{una}<ga:fm:pron:inan> de [mi]{mis}<na:ps:det:inan> [favoritos]{favoritas}<ga:fm:adj:inan> películas es Alice in Wonderland con el Johnny Depp.,3,[Uno]{una}<ga:fm:pron:inan>,0,ga:fm:pron:inan,una,Uno,"['una', 'de', 'mis', 'favoritas', 'películas', 'es', 'Alice', 'in', 'Wonderland', 'con', 'el', 'Johnny', 'Depp', '.']","[0, 15]",ga:fm,"['Uno', 'de', 'mis', 'favoritas', 'películas', 'es', 'Alice', 'in', 'Wonderland', 'con', 'el', 'Johnny', 'Depp', '.']",gender agreement,Uno de mis favoritas películas es Alice in Wonderland con el Johnny Depp .,"evidence words = Uno, películas
indexes = 0, 4"
